item_id,title,budget,genres,origin_country,production_companies,overview,
1361,"Search for One-eye Jimmy, The (1996)",0,"Animation, Fantasy",United States of America,Rankin/Bass Productions,Two Hobbits struggle to destroy the Ring in Mount Doom while their friends desperately fight evil Lord Sauron's forces in a final battle.,/sC5j2cUgGe1IQ33WdLYx6G4KiDm.jpg
1362,American Strays (1996),3000000,"Family, Fantasy","Japan, United States of America","Rankin/Bass Productions, Topcraft","Bilbo Baggins the Hobbit was just minding his own business, when his occasional visitor Gandalf the Wizard drops in one night. One by one, a whole group of dwarves drop in, and before he knows it, Bilbo has joined their quest to reclaim their kingdom, taken from them by the evil dragon Smaug. The only problem is that Gandalf has told the dwarves that Bilbo is an expert burglar, but he isn't...",/2ohvyMPhvjftLrM6S6Ljr6QrL0u.jpg
1363,"Leopard Son, The (1996)",0,"Drama, Romance","United Kingdom, United States of America","PolyGram Filmed Entertainment, Working Title Films, Cappa/De Fina Productions, Gramercy Pictures","An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",/m73KqOLXf9ZvPVCWS5dz5Hv7yQF.jpg
1364,Bird of Prey (1996),0,"Drama, Romance",Spain,"Sogecine, Alicia Produce, Sogepaq","Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.",/gvErAg9bv7xOO3B40gottv6Bqip.jpg
1365,Johnny 100 Pesos (1993),4000000,"Drama, Romance",United States of America,"Lionsgate, Lee Daniels Entertainment",A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.,/rPhs7Mw4ql2CotjxDCwUs5PBPxo.jpg
1366,JLG/JLG - autoportrait de décembre (1994),1000000,Drama,United States of America,Winkler Films,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,/aYtBYWqCdUqcnoodWJdcTG3pFev.jpg
1367,Faust (1994),7000000,"Drama, Romance",United States of America,"Winkler Films, United Artists","After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",/nMaiiu0CzT77U4JZkUYV7KqdAjK.jpg
1368,Mina Tannenbaum (1994),15000000,"Action, Adventure",United States of America,"Carolco Pictures, Anabasis N.V., Elcajo Productions, Cinema 84, Orion Pictures","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",/a9sa6ERZCpplbPEO7OMWE763CLD.jpg
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",44000000,"Action, Adventure","United States of America, Mexico","Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V.",John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.,/pzPdwOitmTleVE3YPMfIQgLh84p.jpg
1370,I Can't Sleep (J'ai pas sommeil) (1994),63000000,"Action, Adventure",United States of America,"TriStar Pictures, Carolco Pictures","Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.",/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg
1371,"Machine, The (1994)",17000000,Drama,United States of America,"United Artists, Chartoff-Winkler Productions, Metro-Goldwyn-Mayer","After an intense fight with Clubber Lang and the death of his trainer Mickey, Rocky Balboa is left devastated. Former rival Apollo Creed steps in to help Balboa get back his fighting spirit.",/u9cTEjzKOPB6xaTz4LBql1XE0HZ.jpg
1372,"Stranger, The (1994)",100000000,"Drama, Thriller","Germany, United States of America","Virtual Studios, Spring Creek Pictures, Bedford Falls Productions, Initial Entertainment Group, Lonely Film Productions GmbH & Co. KG., Warner Bros. Pictures, Liberty Pictures","An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg
1373,Good Morning (1971),0,"Drama, Fantasy","United Kingdom, Netherlands",Kanzaman S.A.,"Disappointed with humanity, God wants to revoke his contract with humanity and wants to take back the stone tablets containing the ten commandments. To this end an angel is sent out to affect the personal lives of three humans so an appropriate child may be conceived.",/posrSb1UQBfsoPb9U68vWqbGMOb.jpg
1374,Falling in Love Again (1980),31000000,Drama,United States of America,"Winkler Films, United Artists, Metro-Goldwyn-Mayer","After Apollo Creed is killed by Ivan Drago in a match, Rocky Balboa becomes depressed and becomes determined to get revenge.",/2MHUit4H6OK5adcOjnCN6suCKOl.jpg
1375,"Cement Garden, The (1993)",42000000,Drama,United States of America,"United Artists, Winkler Films, Metro-Goldwyn-Mayer","A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",/o1nY37L6HC9hwlLSH5sHVzvXt1P.jpg
1376,Meet Wally Sparks (1997),0,"Crime, Drama","Germany, Spain, United Kingdom","Alta Films S.A., TTornasol Films S.A., Sixteen Films","Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.",/p5h50WEZQ4pRFffnSULqL4cEuLp.jpg
1377,Hotel de Love (1996),0,"Comedy, Romance",United States of America,Paramount Pictures,An Italian socialite on the run signs on as housekeeper for a widower with three children.,/nfaOBiZktPHOV0f3DTqTftgTo3B.jpg
1378,Rhyme & Reason (1997),2000000,"Romance, Drama","Netherlands, United States of America","Fortissimo Films, Process Productions, Q Television, Oscilloscope","In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality.",/s8QBrWgpZpYrySSyTQ0xbFLPKrS.jpg
1379,Love and Other Catastrophes (1996),1380000,"Drama, Comedy","Finland, France, Germany, Italy, Sweden","Sputnik, ZDF/Arte, Pyramide Productions, ARTE France Cinéma, Canal+, Pandora Film, YLE, BIM Distribuzione, C More Entertainment","Outcast by his co-workers and living alone, Koistinen is a security guard who works the night shift in a luxury shopping mall in Helsinki. But when icy blonde Mirja approaches him, the lonely Koistinen falls helplessly for her, unaware she is manipulating him for her criminal boyfriend.",/qLs0LoxaQIfwIGsA3ZRZYSzfYkA.jpg
1380,Hollow Reed (1996),10000000,"Crime, Thriller",United States of America,"20th Century Fox, Gladden Entertainment","An Orange County teenager's carefree life of ditching class and skateboarding abandoned pools comes to a screeching halt when someone close to him dies. The cops rule the death a suicide, but the bereaved skater believes he was murdered. It's up to him to solve the case, with a skateboard.",/lmiZhpUUG9515RGetKwuHJOKTvb.jpg
1381,Losing Chase (1996),35000000,"Drama, Adventure",United States of America,"Regency Enterprises, Protozoa Pictures, New Regency Pictures","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",/cY8BJWycNCF6MCEBg3eqCQ0gtJR.jpg
1382,"Bonheur, Le (1965)",0,"Comedy, Drama","United Kingdom, United States of America","IFC Productions, Film4 Productions, Gina Kwon Productions","Single dad Richard meets Christine, a starving artist who moonlights as a cabbie. They awkwardly attempt to start a romance, but Richard’s divorce has left him emotionally damaged. Meanwhile, Richard’s sons—one a teenager, the other 6-years-old—take part in clumsy experiments with the opposite sex.",/tDRTtvEJs4L8wj35GKiczUQXCSR.jpg
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1384,Squeeze (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1385,Roseanna's Grave (For Roseanna) (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1386,Tetsuo II: Body Hammer (1992),0,"Action, Romance",France,Les Films 13,A high-speed drive through the streets of Paris.,/xRa1Vs1z2FXmewlLWIM3ZMQilHl.jpg
1387,Fall (1997),0,"Drama, Music",United States of America,Iced Tea Productions,"The final 17 years of American singer and musician Karen Carpenter, performed almost entirely by modified Barbie dolls.",/73QsiL62TmhBw377AwixrVkd1JK.jpg
1388,Gabbeh (1996),0,Documentary,Switzerland,,"Artists Peter Fischli and David Weiss create the ultimate Rube Goldberg machine. The pair used found objects to construct a complex, interdependent contraption in an empty warehouse. When set in motion, a domino-like chain reaction ripples through the complex of imaginative devices. Fire, water, the laws of gravity, and chemistry determine the life-cycle of the objects. The process reveals a story concerning cause and effect, mechanism and art, and improbability and precision, in an extended science project that will mesmerize the mind.",/5Av0uOmsji4IZWrUHa6CnVZBULL.jpg
1389,Mondo (1996),48000000,"Romance, Comedy",United States of America,"Universal Pictures, Jersey Films","Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",/v49q7AMR3pB4M762woWB1NYMCLF.jpg
1390,"Innocent Sleep, The (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1391,For Ever Mozart (1996),5000000,"Drama, Romance",Mexico,"Bésame Mucho Pictures, Anhelo Productions","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",/izw41PkE8y891yraO6fN1tCNmOG.jpg
1392,"Locusts, The (1997)",350000,Documentary,"United States of America, India","Red Light Films, Creative Visions Productions, Sundance Institute, HBO Documentary Films","Documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives.",/e7OWmWptBRCnUKj6MJ2qbxj5ZY5.jpg
1393,Stag (1997),0,Drama,"Mongolia, Germany","BKM Film, Lüthje & Schneider Filmproduktion, Schesch Filmproduktion, Telepool, Hochschule für Fernsehen und Film München","The little nomad girl, Nansal, finds a baby dog in the Mongolian veld, who becomes her best friend - against all rejections of her parents. A story about a Mongolian family of nomads - their traditional way of life and the rising call of the City.",/f4FNp6mb5Lh02vno2ujkGJX9tfl.jpg
1394,Swept from the Sea (1997),875000,"Drama, Romance","Italy, Soviet Union","Sovinfilm, Opera Film Produzione, RAI","A Russian poet, Andrei and his interpreter, Eugenia travel to Italy to research the life of an 18th-century composer.",/fCYSidPXp3LpDa9wlLNv0gZvjyF.jpg
1395,Hurricane Streets (1998),0,Unknown,Unknown,Unknown,Unknown,Unknown
1396,Stonewall (1995),825370,"Drama, History",Soviet Union,Mosfilm,"A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",/mw9azNlZKmZyPlEc57RzHk1ggaB.jpg
1397,Of Human Bondage (1934),0,Documentary,Germany,,,
1398,Anna (1996),120000,"Science Fiction, Drama",Soviet Union,Mosfilm,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",/npvwT8SxBPNqX7MAE9yYMuGCZcB.jpg
1399,Stranger in the House (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1400,Picture Bride (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1401,M. Butterfly (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1402,"Ciao, Professore! (1993)",55000000,Drama,United States of America,"Escape Artists, Relativity Media, Columbia Pictures, Overbrook Entertainment",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg
1403,Caro Diario (Dear Diary) (1994),0,Western,United States of America,United Artists,"In Apache territory, a supply Army column heads for the next fort, an ex-scout searches for the killer of his Native wife, and a housewife abandons her husband to rejoin her Apache lover's tribe.",/bKtx5Nu0LzjNDvCHthTQ3KAY95f.jpg
1404,Withnail and I (1987),0,"Drama, Romance","Belgium, Germany, Italy, Spain, United Kingdom","Tornasol Media, Bianca Film, Cinéart Productions, Glasgow Film Office, Matador Pictures, Scottish Screen, Sixteen Films, EMC",A young man upsets his Punjabi family when he falls in love with an Irish schoolteacher.,/o2LQFoKn2FrXOSofmqCapEQmBrj.jpg
1405,Boy's Life 2 (1997),665603,"Drama, Crime",United States of America,Metro-Goldwyn-Mayer,"A lottery win of $5,000 forever changes the lives of a miner turned dentist and his wife.",/eur2vc2BGiOocBuBLVPXySO7lRh.jpg
1406,When Night Is Falling (1995),27000000,"Comedy, Western",United States of America,"Castle Rock Entertainment, Nelson Entertainment, Face Productions, Columbia Pictures","Three New York businessmen decide to take a ""Wild West"" vacation that turns out not to be the relaxing vacation they had envisioned.",/mQKoQ3EV0nLzrOV08TtW5ZpZ7A4.jpg
1407,"Specialist, The (1994)",25000000,"Music, Drama","Czech Republic, France, United Kingdom","TF1 International, Légende Films, Okko Production, Songbird Pictures, TF1 Films Production","From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Edith Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee, who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th century.",/pmKVYXBb57iQ9cKXuYF1GCWxBip.jpg
1408,Gordy (1995),98000000,"Action, Adventure","France, Germany, Italy, United States of America","Carolco Pictures, Forge, Laurence Mark Productions, Beckner/Gorman Productions, Tele-Communications Inc., RCS Video, Cutthroat Productions L.P., Le Studio Canal+","Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",/cDYa1i5UzXWztO5ZUp4azv7ycPs.jpg
1409,"Swan Princess, The (1994)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1410,Harlem (1993),60000,"Comedy, Science Fiction",United States of America,"Jack H. Harris Enterprises, University of Southern California","A group of scientists are sent on a mission to destroy unstable planets. Twenty years into their mission, they have to battle their alien mascot as well as a ""sensitive"" and intelligent bombing device that starts to question the meaning of its existence.",/aiqLBiH0IWrog2Q78dZTT8Ad9Sp.jpg
1411,Barbarella (1968),3000000,"Mystery, Drama",United States of America,"Fine Line Features, New Line Cinema","A lonely telephone operator leading an empty, amoral life finds God – only to have her faith continually tested in ways beyond what she could have imagined.",/4EkFm13ecqO0eszr7OKT8vf1YjJ.jpg
1412,Land Before Time III: The Time of the Great Giving (1995) (V),1200000,Drama,United States of America,Outlaw Productions,"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage.",/dE0u4uB5UPfVIdz258Ye2XEPuuh.jpg
1413,Street Fighter (1994),17000000,"Romance, Drama",United States of America,Geffen Pictures,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",/vfutnJ9sgpAtNuPemksd26gd5dC.jpg
1414,Coldblooded (1995),0,"Drama, Mystery","France, Spain","Alicia Produce, Bailando En La Luna, Sogetel, Sogepaq, Le Studio Canal+","Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",/3UNof5FTy9VlWl5egg7nsjsk30m.jpg
1415,"Next Karate Kid, The (1994)",5000000,"Comedy, Drama","Netherlands, United States of America",ContentFilm,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",/4DVWGtV1OA3W8kZxiimdNsepS6O.jpg
1416,No Escape (1994),0,"Drama, War",South Korea,"Prime Entertainment, Korea Pictures, LJ Film","A member of Coast Guard Platoon 23, Private Kang monitors a high-infiltration stretch of beach lined with barbed-wire fencing. Driven by the belief that killing a spy is the highest honor, he waits for a chance to prove his worth.",/ezHR68DZeyKgRraAZd3eGCgmIl.jpg
1417,"Turning, The (1992)",19000000,"Fantasy, Drama","Mexico, Spain, United States of America","Estudios Picasso, Esperanto Filmoj, Tequila Gang, Telecinco Cinema","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg
1418,"Joy Luck Club, The (1993)",0,"Romance, Drama",Spain,"Producciones La Iguana S.L., Alta Producción","One winter night, Pilar runs away from home. With her, she takes only a few belongings and her son, Juan. Antonio soon sets out to look for her. He says Pilar is his sunshine, and what's more, ""She gave him her eyes""...",/2U9z48ULc5eQSlkERAaLjTZ276m.jpg
1419,Highlander III: The Sorcerer (1994),0,"Comedy, Drama",Germany,"Goldkind Filmproduktion, Senator Film, Europool","Based on Tommy Jaud's bestselling novel, this comedy focuses on a dispassionate clerk and his set-backs in life. 29-year-old Simon works in a phone shop, but his thoughts just circle around finding a new girl-friend after being left by his last one year ago. While his Croatian cleaner tries to procure him, his efforts to chat up women in clubs also fail. However, he finds the woman of his dreams (and mother of their future children) in his most hated coffee shop, although not having a clue how to win her heart...",/bbtlSUOiNLEV1JvS99WtwKpBtE5.jpg
1420,Gilligan's Island: The Movie (1998),0,"Drama, Comedy","France, Ireland, United Kingdom","Fís Éireann/Screen Ireland, Number 9 Films, Parallel Film Productions, Pathé","In the 1970s, a young transgender woman called “Kitten” leaves her small Irish town for London in search of love, acceptance, and her long-lost mother.",/14tmdb1PiLNDZf3VD29S2nUKVV0.jpg
1421,My Crazy Life (Mi vida loca) (1993),0,"Drama, Comedy",France,"Les Films du Carrosse, Les Productions Artistes Associés",At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.,/qAbqXoN6ucpN8jvHOxZOzwyP8pE.jpg
1422,Suture (1993),90000000,"Drama, Thriller","Hong Kong, United States of America","Warner Bros. Pictures, Plan B Entertainment, Initial Entertainment Group, Vertigo Entertainment, Media Asia","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",/nT97ifVT2J1yMQmeq20Qblg61T.jpg
1423,"Walking Dead, The (1995)",0,"Adventure, Comedy",United States of America,,Flying Saucer Rock N Roll is the debut feature film from the father-son duo Eric and Joe Callero. The year is 1957 as a group of rockabilly and beatnik teens are visited by weed smoking Martian zombies who have come to take their earth women. Filmed with respect for classic horror films and full of laughs as the viewer is taken on an adventure like no other.,
1424,I Like It Like That (1994),0,"Drama, Mystery",United States of America,IFC Productions,"Sophie Jacobs is going through the most difficult time of her life. Now, she just has to find out if it's real.",/qqCn3bYlG85dlVdUBd5Vjv3i0Qg.jpg
1425,I'll Do Anything (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1426,Grace of My Heart (1996),0,Drama,Germany,,,/xfzBxVK2oz8tkeH2oFm6XyEfZMQ.jpg
1427,Drunks (1995),60000000,"Crime, Fantasy","Belgium, France, Germany, Spain, United States of America","Rising Star Productions, VIP Medienfonds 4, Nouvelles Éditions de Films (NEF), Davis Films, Ikiru Films, Constantin Film, MEDIA Programme of the European Union, DreamWorks Pictures, Summit Entertainment, Bernd Eichinger Productions, CNC, Castelao Productions, Eurimages, Atresmedia","Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",/2wrFrUej8ri5EpjgIkjKTAnr686.jpg
1428,SubUrbia (1997),29000000,"Action, Drama",United States of America,"Columbia Pictures, Dimension Films, Troublemaker Studios",A corrupt CIA agent Sands hires hitman El Mariachi to assassinate a Mexican general hired by a drug kingpin attempting a coup d'état of the President of Mexico.,/oY0Yqsj4TwkjELkIHXJimjdbV8M.jpg
1429,Sliding Doors (1998),5000000,"Crime, Drama",United States of America,"Touchstone Pictures, 40 Acres and a Mule Filmworks, 25th Hour Productions, Gamut Films, Industry Entertainment","In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg
1430,Ill Gotten Gains (1997),4000000,"Documentary, Drama","Canada, Germany, United States of America","Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG, Alliance Atlantis, Dog Eat Dog Films, Iconolatry Productions Inc., Salter Street Films, TiMe Film- und TV-Produktions GmbH, United Broadcasting Inc.","This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",/5AlgeysilsfLdEwlTlYO7fqgsLn.jpg
1431,Legal Deceit (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1432,"Mighty, The (1998)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1433,Men of Means (1998),4500000,"Fantasy, Drama","Mexico, Spain","Producciones Anhelo, Canal+ España, Tequila Gang, Sogepaq, El Deseo","Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg
1434,Shooting Fish (1997),0,Unknown,Unknown,Unknown,Unknown,Unknown
1435,"Steal Big, Steal Little (1995)",218,"Documentary, Drama",United States of America,,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",/7zeQapdvD8poOizcaHwzmPxN9Km.jpg
1436,Mr. Jones (1993),8000000,"History, Drama","China, South Korea","Intz.com, KTB Network, Sidus, CJ Entertainment","In 1375, China was in chaos between Yuan Dynasty and Ming Dynasty. Coryo (an ancient kingdom of Korea then) sent a delegation of many diplomats, soldiers and a silent slave to make peace with the new Chinese government. However, this delegation got charged as spies and sent in exile to a remote desert.",/i0lpQfqQHN7vEYzSHOk6B65dQbb.jpg
1437,House Party 3 (1994),0,"Action, Comedy",Germany,ARD,"Mia is dreaming of one day being the youngest driver in the Dakar Rally. She's pretty and loves the challenge. One day she gets to know the driving instructor Sherin, an exotic beauty of mid-twenties. She takes Mia to a secret car race out of town.",/7CfjTrdVzfuAb3tk0qTE40SUTYP.jpg
1438,Panther (1995),0,Animation,,,,
1439,Jason's Lyric (1994),75000000,"Drama, Romance",United States of America,"Fox 2000 Pictures, Lawrence Bender Productions",The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860s. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,/PIlOkljucv7HnvATbn4JwrAvSn.jpg
1440,Above the Rim (1994),26000000,"Drama, Romance",United States of America,"New Line Cinema, Standard Film Company, Bona Fide Productions","The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",/so9xla7b7WfFiarDwOukhQpRuyd.jpg
1441,Moonlight and Valentino (1995),25000000,"Drama, Action","Bulgaria, United States of America","Millenium Films, Emmett/Furla Films, VIP Medienfonds 4, Revelations Entertainment","Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",/sU2yzV3T1LetBdQPAeBRDb4YwLo.jpg
1442,"Scarlet Letter, The (1995)",0,Documentary,Germany,Flying Moon Filmproduktion GmbH,"The film describes the microcosmos of the small village Wacken and shows the clash of the cultures, before and during the biggest heavy metal festival in Europe.",/kA5JsZkYnVJYzPIVuBbisYmvp4Z.jpg
1443,8 Seconds (1994),6000000,Drama,United States of America,"American Zoetrope, Muse Productions, Eternity Pictures","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",/1NCQtXPQnaHRjOZVmktA9BSM35F.jpg
1444,That Darn Cat! (1965),1000000,"Comedy, Drama",United States of America,Epoch Films,"On the way to meet with an independent artist in the South, newlywed art dealer Madeleine is convinced by her husband, George, that they should stop to meet his family in North Carolina. Madeleine's affluent lifestyle clashes with the family, but she befriends George's wide-eyed and pregnant sister-in-law, Ashley, who is nearing her due date. Through the family, Madeleine gains greater insight into George's character.",/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg
1445,Ladybird Ladybird (1994),0,Unknown,Unknown,Unknown,Unknown,Unknown
1446,"Bye Bye, Love (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1447,Century (1993),0,Unknown,Unknown,Unknown,Unknown,Unknown
1448,My Favorite Season (1993),0,"Fantasy, Horror",United Kingdom,"Film Foundry Partners, Zenith Entertainment",A vampire in London is searching for the ideal woman to 'redeem' him.,/neFQlILZLL7U6XfH5hI7nKsLHiM.jpg
1449,Pather Panchali (1955),0,Unknown,Unknown,Unknown,Unknown,Unknown
1450,Golden Earrings (1947),30000000,"Action, Adventure","China, France, Hong Kong, Japan, United States of America","East Wing Holdings, SAJ, Beijing Happy Pictures Cultural Communications Co., Samuel Goldwyn Films, Destination Films, Production I.G, Focus Features, Edko Films","On the surface, Saya is a stunning 16-year-old, but that youthful exterior hides the tormented soul of a 400-year-old ""halfling"". Born to a human father and a vampire mother, she has for centuries been a loner obsessed with using her samurai skills to rid the world of vampires, all the while knowing that she herself can survive only on blood like those she hunts.",/uzuYpbdFkNYqnBdOvhWqZxhHa5C.jpg
1451,Foreign Correspondent (1940),0,Unknown,Unknown,Unknown,Unknown,Unknown
1452,Lady of Burlesque (1943),223000000,"Science Fiction, Action",United States of America,"DC, Legendary Pictures, Bad Hat Harry Productions, Warner Bros. Pictures, Peters Entertainment","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg
1453,Angel on My Shoulder (1946),0,Unknown,Unknown,Unknown,Unknown,Unknown
1454,Angel and the Badman (1947),0,Unknown,Unknown,Unknown,Unknown,Unknown
1455,"Outlaw, The (1943)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1456,Beat the Devil (1954),0,Unknown,Unknown,Unknown,Unknown,Unknown
1457,Love Is All There Is (1996),0,Unknown,Unknown,Unknown,Unknown,Unknown
1458,"Damsel in Distress, A (1937)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1459,Madame Butterfly (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1460,Sleepover (1995),0,Unknown,Unknown,Unknown,Unknown,Unknown
1461,Here Comes Cookie (1935),0,Unknown,Unknown,Unknown,Unknown,Unknown
1462,"Thieves (Voleurs, Les) (1996)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1463,"Boys, Les (1997)",0,Unknown,Unknown,Unknown,Unknown,Unknown
1464,"Stars Fell on Henrietta, The (1995)",0,Unknown,Unknown,Unknown,Unknown,Unknown
